,ID,NAME,r ankle_X,r ankle_Y,r knee_X,r knee_Y,r hip_X,r hip_Y,l hip_X,l hip_Y,l knee_X,l knee_Y,l ankle_X,l ankle_Y,pelvis_X,pelvis_Y,thorax_X,thorax_Y,upper neck_X,upper neck_Y,head top_X,head top_Y,r wrist_X,r wrist_Y,r elbow_X,r elbow_Y,r shoulder_X,r shoulder_Y,l shoulder_X,l shoulder_Y,l elbow_X,l elbow_Y,l wrist_X,l wrist_Y,Scale,Activity,Category,center_X,center_Y
15634,15635,003683582.jpg,327,620,368,495,190,498,152,484,246,529,139,564,171,491,239,315,244.2517,297.9891,279.7483,183.0109,367,336,320,407,277,339,200,291,267,304,344,296,3.6099861495579177,"softball, general",sports,171.0,491.0
15635,15636,066798264.jpg,248,626,288,564,248,421,176,428,235,545,150,554,212,425,199,223,198.9295,220.3927,196.0705,114.6073,392,203,312,201,250,203,147,243,145,375,195,354,3.174720145146656,"softball, general",sports,212.0,424.5
15637,15638,094093548.jpg,639,496,681,467,707,348,730,351,725,443,742,524,719,350,739,263,742.1153,256.9378,772.8847,197.0622,837,329,795,304,747,260,730,265,748,325,760,376,2.0195682706954967,"softball, general",sports,718.5,349.5
15638,15639,071336755.jpg,282,606,416,519,258,536,174,522,215,514,193,576,216,529,261,324,265.3544,300.121,287.6456,177.879,324,499,295,448,312,334,210,314,278,341,361,317,3.727733896082176,"softball, general",sports,216.0,529.0
15640,15641,090459102.jpg,235,572,330,490,359,322,395,323,490,394,508,506,377,323,388,206,388.7273,194.3639,394.2727,105.6361,402,371,379,288,363,201,413,211,453,250,519,280,2.667025309216243,"softball, general",sports,377.0,322.5
15641,15642,067505192.jpg,302,598,381,471,327,302,323,307,360,444,259,532,325,305,355,133,357.5394,128.284,401.4606,46.716,250,174,243,217,315,139,394,126,471,99,527,72,2.779237305449105,"softball, general",sports,325.0,304.5
15647,15648,086768888.jpg,566,1042,606,852,619,611,709,640,785,846,849,1044,664,626,655,337,656.8257,323.9396,679.1743,164.0604,455,336,474,450,566,352,743,321,859,265,962,199,4.843007330161704,"softball, general",sports,664.0,625.5
15649,15650,095235150.jpg,182,753,206,685,227,607,272,607,291,675,315,748,250,607,239,505,239.8284,489.2604,243.1716,425.7396,165,599,186,557,202,506,276,504,301,543,338,523,1.908264132660885,"softball, general",sports,249.5,607.0
15650,15651,032532783.jpg,-1,-1,601,888,653,648,755,656,830,917,-1,-1,704,652,712,332,717.8994,289.588,743.1006,108.412,729,709,749,529,671,352,752,311,793,485,859,642,5.487609315539872,"softball, general",sports,704.0,652.0
15652,15653,010953660.jpg,890,945,956,812,914,649,974,649,1016,792,1068,940,944,649,939,471,944.8179,448.296,974.1821,333.704,1013,377,1038,468,922,468,956,473,1006,579,1043,666,3.548836429028534,"softball, general",sports,944.0,649.0
15655,15656,036084993.jpg,1005,949,1072,831,1118,670,1211,650,1209,848,1339,1009,1165,660,1114,439,1113.0083,409.5809,1108.9917,290.4191,949,566,997,501,1045,444,1183,434,1300,506,1423,549,3.5768857963317755,"softball, general",sports,1164.5,660.0
16002,16003,071370810.jpg,1305,987,1305,893,1320,773,1262,763,1195,889,1151,973,1291,768,1318,658,1319.5652,655.0293,1365.4348,567.9707,1418,800,1404,713,1372,667,1264,648,1228,706,1226,778,2.952097559363512,rollerblading,sports,1291.0,768.0
16003,16004,066252391.jpg,993,709,1004,663,1016,591,975,586,943,643,932,690,996,589,1010,519,1011.0657,533.9196,1005.9343,462.0804,1106,568,1097,521,1047,519,973,519,966,564,984,575,2.160666563817749,rollerblading,sports,995.5,588.5
16004,16005,000628555.jpg,1406,612,1358,460,1307,302,1404,263,1464,395,1531,588,1356,283,1348,114,1331.2688,145.494,1398.7312,18.506,1165,198,1165,186,1264,133,1432,95,1493,148,1500,141,4.313862306564732,rollerblading,sports,1355.5,282.5
16007,16008,027195585.jpg,899,283,877,226,883,149,858,143,845,228,865,298,871,146,837,93,854.6074,84.5224,792.3926,114.4776,944,127,902,112,858,112,816,74,784,32,761,1,2.071521180195848,rollerblading,sports,870.5,146.0
16009,16010,041031555.jpg,225,966,203,855,213,744,292,744,352,867,398,937,253,744,237,613,241.7978,639.3879,220.2022,520.6121,3,655,88,576,167,595,306,631,275,735,201,706,3.621694630970425,rollerblading,sports,252.5,744.0
16011,16012,075002219.jpg,604,570,631,495,679,423,729,429,677,477,681,573,704,426,649,351,635.93,343.0746,568.07,301.9254,604,444,613,402,621,349,676,352,701,423,695,485,2.380843547988821,rollerblading,sports,704.0,426.0
16014,16015,008970488.jpg,392,535,400,463,456,375,503,383,421,468,453,548,480,379,440,260,420.3074,244.9309,344.6926,187.0691,400,376,439,330,421,258,458,262,506,323,532,384,2.856403332864601,rollerblading,sports,479.5,379.0
16026,16027,074388311.jpg,356,311,429,255,395,171,413,197,484,238,454,314,404,184,493,157,501.0302,153.3766,566.9698,123.6234,536,163,478,113,485,128,501,186,489,236,540,243,2.170242382776633,rollerblading,sports,404.0,184.0
16027,16028,024130164.jpg,256,306,277,268,282,238,309,245,303,280,283,310,296,242,310,217,306.1221,225.6175,322.8779,188.3825,277,235,274,229,291,211,328,222,329,258,324,285,1.2249408148967849,rollerblading,sports,295.5,241.5
16028,16029,058555719.jpg,474,342,465,282,470,240,500,237,513,275,526,332,485,239,483,208,483.0,217.7029,483.0,163.2971,475,269,458,251,452,215,514,200,523,229,502,267,1.6321764610482532,rollerblading,sports,485.0,238.5
16029,16030,068868915.jpg,351,249,341,209,334,169,352,165,365,203,371,242,343,167,343,136,346.488,151.6958,335.512,102.3042,342,165,326,173,321,141,364,131,367,168,351,161,1.5178932768808222,rollerblading,sports,343.0,167.0
16035,16036,012278480.jpg,327,333,308,276,330,207,362,206,345,274,369,345,346,207,312,170,328.2896,169.5597,258.7104,171.4403,276,251,283,204,290,170,333,170,386,185,418,221,2.0881379264789954,rollerblading,sports,346.0,206.5
16037,16038,054768572.jpg,422,343,452,222,463,133,518,131,511,226,546,354,491,132,471,30,466.6251,-0.62433,477.3749,74.6243,353,167,390,106,425,40,516,20,471,77,391,66,2.2803789158821828,rollerblading,sports,490.5,132.0
16203,16204,015992904.jpg,1086,626,1079,562,1067,492,1036,496,1027,537,1031,565,1052,494,1033,421,1029.2234,407.782,1014.7766,357.218,1052,481,1067,449,1063,417,1002,424,997,481,979,469,1.5776235292363003,basketball,sports,1051.5,494.0
16204,16205,035844945.jpg,1078,742,989,636,1025,482,960,484,883,588,840,720,993,483,899,356,884.2522,332.8728,825.7478,241.1272,921,465,972,436,936,352,861,359,881,465,811,501,3.2643529220965064,basketball,sports,992.5,483.0
16205,16206,023320492.jpg,553,818,728,732,800,531,923,509,1044,669,1023,899,862,520,1027,341,1059.039,293.8598,1151.961,157.1402,1009,689,975,529,978,348,1075,334,1104,486,1153,635,4.959238651244766,basketball,sports,861.5,520.0
16206,16207,031591528.jpg,1007,711,847,603,927,389,971,389,808,578,896,769,949,389,787,194,755.5049,153.5876,652.4951,21.4124,614,420,761,345,722,198,852,190,938,345,810,422,5.027240992830958,basketball,sports,949.0,389.0
16209,16210,056069782.jpg,523,624,528,527,581,448,647,444,686,527,693,616,614,446,616,362,614.71,335.6477,610.29,245.3523,467,487,513,423,551,362,680,362,713,428,739,500,2.712106192611196,basketball,sports,614.0,446.0
16215,16216,000165249.jpg,827,367,758,355,725,301,722,301,680,354,674,418,724,301,690,234,687.5473,230.7882,650.4527,182.2118,677,276,706,277,689,239,691,228,737,243,732,288,1.8336062827117492,basketball,sports,723.5,301.0
16216,16217,082679774.jpg,670,404,645,337,658,266,647,269,619,348,701,348,653,268,588,196,589.6623,197.881,548.3377,151.119,581,284,612,262,588,199,587,193,615,227,577,250,1.8721538398326136,basketball,sports,652.5,267.5
16217,16218,099681094.jpg,425,968,476,804,562,650,679,652,812,787,792,946,621,651,696,494,703.3414,443.0183,724.6586,294.9817,601,584,535,611,611,474,780,513,799,650,848,753,4.486908958291888,basketball,sports,620.5,651.0
16218,16219,072710283.jpg,916,1066,969,798,822,559,848,577,919,795,835,974,835,568,1048,434,1063.4004,425.0696,1201.5996,344.9304,1103,535,943,469,1029,409,1066,459,1082,640,1119,801,4.792614317885386,basketball,sports,835.0,568.0
16219,16220,001527384.jpg,1116,816,1149,650,1210,523,1306,523,1342,667,1385,809,1258,523,1220,403,1223.151,414.3841,1185.849,279.6159,1063,643,1101,542,1137,408,1303,398,1351,542,1301,629,4.195059951895801,basketball,sports,1258.0,523.0
16221,16222,097182270.jpg,713,848,766,737,677,631,713,641,787,727,754,814,695,636,811,599,822.7908,585.1458,879.2092,518.8542,797,744,771,677,795,590,826,607,831,687,857,754,2.611482337677205,basketball,sports,695.0,636.0
16222,16223,080860425.jpg,1007,845,971,723,899,612,858,612,892,718,849,831,879,612,968,566,974.5644,557.0682,1022.4356,491.9318,974,766,983,658,995,561,940,571,930,638,930,730,2.425069071181273,basketball,sports,878.5,612.0
16224,16225,023686071.jpg,458,1021,506,833,559,694,658,706,696,869,682,1050,609,700,581,529,576.0281,500.4519,554.9719,379.5481,352,600,444,571,513,509,648,549,720,629,749,735,3.6817126449520736,basketball,sports,608.5,700.0
16225,16226,001437021.jpg,663,800,740,637,816,487,954,482,1032,619,1017,795,885,485,852,378,852.7966,400.3052,847.2034,243.6948,697,584,697,518,760,390,943,365,1076,454,1004,543,4.701305350644648,basketball,sports,885.0,484.5
16226,16227,002086147.jpg,695,825,826,633,932,542,1007,558,1196,697,1223,801,970,550,949,372,948.4837,351.245,944.5163,191.755,748,579,812,489,850,382,1047,361,1066,521,972,638,4.786180105261397,basketball,sports,969.5,550.0
16227,16228,061198086.jpg,698,825,822,648,944,511,1044,503,1181,611,1245,815,994,507,1007,370,1003.7801,383.5697,1038.2199,238.4303,907,664,891,545,920,376,1094,363,1144,490,1147,593,4.475083015989759,basketball,sports,994.0,507.0
16228,16229,002183188.jpg,719,846,824,702,955,582,1099,584,1243,723,1302,849,1027,583,1044,420,1045.1956,409.428,1061.8044,262.572,870,677,896,553,945,420,1143,420,1173,525,1240,630,4.433768600186528,basketball,sports,1027.0,583.0
16229,16230,099363014.jpg,681,825,786,669,908,508,1040,513,1132,667,1201,828,974,511,1011,379,1010.4038,386.1049,1023.5962,228.8951,789,606,834,479,908,363,1114,395,1154,511,1172,611,4.732870587708901,basketball,sports,974.0,510.5
16232,16233,015505972.jpg,553,439,563,357,595,302,641,298,694,368,696,447,618,300,601,269,611.6351,276.9763,558.3649,237.0237,587,378,577,325,566,274,635,264,654,319,648,378,1.9976305964817416,basketball,sports,618.0,300.0
16233,16234,054009342.jpg,538,445,560,373,587,286,631,286,669,375,687,444,609,286,653,246,657.7385,247.6795,727.2615,272.3205,650,370,608,317,631,253,674,238,679,282,714,323,2.2128208241970246,basketball,sports,609.0,286.0
16236,16237,008616669.jpg,570,448,581,362,604,285,633,288,663,352,671,432,619,287,617,276,592.7904,272.5415,655.2096,281.4585,573,392,569,343,575,282,658,270,671,338,660,394,1.891589807542851,basketball,sports,618.5,286.5
16240,16241,091662337.jpg,581,437,573,343,601,285,634,290,666,346,692,431,618,288,627,267,597.6575,264.0658,666.3425,270.9342,553,298,535,277,596,246,658,288,673,344,666,392,2.070825922186604,basketball,sports,617.5,287.5
16241,16242,078426338.jpg,631,833,629,738,638,641,700,643,704,745,696,853,669,642,680,521,685.7092,498.5709,702.2908,433.4291,605,654,605,581,629,518,730,523,750,581,758,659,2.016571347609601,basketball,sports,669.0,642.0
16242,16243,027404781.jpg,633,846,640,751,642,641,704,645,700,756,697,851,673,643,678,521,684.7088,499.4923,705.2912,433.5077,609,648,605,581,627,517,728,524,744,581,750,652,2.073605555548113,basketball,sports,673.0,643.0
16246,16247,016737285.jpg,465,813,512,713,532,636,585,636,594,713,598,816,559,636,565,533,565.0,512.672,565.0,448.328,472,585,499,561,519,533,611,533,630,585,653,623,1.9303222528893975,basketball,sports,558.5,636.0
16249,16250,053170900.jpg,556,1067,580,940,597,847,585,845,590,933,561,1040,591,846,595,680,596.1924,658.1952,600.8076,573.8048,654,744,611,766,618,701,571,658,604,606,623,534,2.5354952179012287,basketball,sports,591.0,846.0
16250,16251,051733450.jpg,1010,898,970,738,978,545,1069,552,1064,750,1077,918,1024,549,1039,282,1047.0898,233.68,1067.9102,109.32,906,152,839,275,950,275,1128,288,1091,382,1007,270,3.7827228288628287,basketball,sports,1023.5,548.5
16251,16252,023078392.jpg,1124,913,1121,814,1100,703,1032,703,1023,828,1013,941,1066,703,1059,558,1062.9496,521.0593,1072.0504,435.9407,1177,689,1133,641,1117,561,1001,554,977,631,1008,662,2.568112147083923,basketball,sports,1066.0,703.0
16254,16255,031937167.jpg,834,844,847,760,875,678,932,678,938,760,963,842,904,678,901,552,902.1959,533.72,906.8041,463.28,852,678,850,616,854,555,948,548,952,593,943,637,2.1177195281717545,basketball,sports,903.5,678.0
16460,16461,077691430.jpg,1427,942,1253,818,1204,636,1295,600,1388,807,1429,792,1250,618,1121,412,1114.5822,398.4838,1061.4178,286.5162,1152,595,1079,595,1051,452,1191,372,1289,400,1359,413,3.7184512905240528,lacrosse,sports,1249.5,618.0
16461,16462,073747647.jpg,1497,1001,1444,897,1458,808,1414,810,1348,921,1364,1041,1436,809,1412,662,1398.5819,633.1169,1366.4181,563.8831,1484,770,1497,724,1448,658,1376,666,1354,754,1308,812,2.2902087241122806,lacrosse,sports,1436.0,809.0
16462,16463,089173546.jpg,1870,751,1639,703,1658,463,1634,436,1507,648,1557,896,1646,450,1604,184,1601.6344,149.1468,1591.3656,-2.1468,1499,446,1620,374,1593,215,1615,153,1670,258,1701,345,4.54925048771773,lacrosse,sports,1646.0,449.5
16463,16464,020466895.jpg,1753,1073,1715,927,1708,783,1623,788,1571,905,1559,1062,1666,786,1654,579,1654.0,542.0,1655.0,451.0,1717,727,1773,665,1712,576,1595,581,1568,706,1542,737,2.7511161371341637,lacrosse,sports,1665.5,785.5
16466,16467,094099893.jpg,901,1061,907,877,929,662,1054,671,1070,886,1051,1061,992,667,1024,371,1046.0284,332.2037,1135.9716,173.7963,879,591,815,462,907,351,1141,391,1147,530,1128,579,5.464837417526709,lacrosse,sports,991.5,666.5
16467,16468,028106515.jpg,801,930,818,770,841,564,926,573,949,762,967,922,884,569,942,342,973.3398,310.2937,1081.6602,200.7063,947,579,872,479,906,336,978,347,961,484,1029,559,4.622601864751062,lacrosse,sports,883.5,568.5
16469,16470,096379071.jpg,1182,920,1120,761,1146,586,1233,604,1205,781,1213,974,1190,595,1252,362,1248.6191,324.6488,1234.3809,167.3512,1290,550,1166,477,1156,333,1347,390,1393,493,1406,531,4.738222451510693,lacrosse,sports,1189.5,595.0
16482,16483,039756601.jpg,-1,-1,-1,-1,572,681,683,692,-1,-1,-1,-1,628,687,662,334,655.896,265.9839,640.104,90.0161,499,520,501,466,532,330,791,338,814,518,690,590,5.30025206947745,lacrosse,sports,627.5,686.5
16483,16484,007403129.jpg,262,633,264,540,274,453,320,448,339,540,351,634,297,451,289,313,287.0,295.0,279.0,223.0,219,383,230,370,240,315,338,310,359,370,344,408,2.17329243315298,lacrosse,sports,297.0,450.5
16488,16489,027771403.jpg,207,437,228,385,213,348,238,348,260,381,246,429,226,348,231,302,232.0,290.0,238.0,257.0,193,341,193,322,206,302,255,302,267,330,268,346,0.9745891442038536,lacrosse,sports,225.5,348.0
16490,16491,022384239.jpg,817,549,824,486,778,449,764,450,753,494,697,546,771,450,793,390,795.6576,377.2813,804.3424,335.7187,816,412,797,426,782,396,804,384,832,396,845,406,1.2738100329326976,lacrosse,sports,771.0,449.5
16491,16492,014499296.jpg,507,588,508,540,479,495,455,493,447,534,426,573,467,494,484,444,487.2778,430.6701,495.7222,396.3299,532,478,503,476,498,448,470,439,444,464,468,474,1.0608977330544165,lacrosse,sports,467.0,494.0
16492,16493,018449041.jpg,1042,609,1030,513,1016,426,1062,424,1050,513,1030,543,1039,425,1036,297,1033.1695,280.0167,1021.8305,211.9833,1008,426,977,381,979,307,1093,286,1114,351,1119,407,2.069156349819897,lacrosse,sports,1039.0,425.0
16795,16796,051897386.jpg,-1,-1,352,668,397,599,344,606,-1,-1,-1,-1,371,603,361,484,359.983,466.8812,356.017,400.1188,444,580,447,529,407,484,315,484,282,543,299,527,2.006405741618579,basketball,sports,370.5,602.5
16798,16799,063541258.jpg,-1,-1,406,700,475,631,448,609,371,695,-1,-1,462,620,499,511,502.7002,502.0137,530.2998,434.9863,482,513,499,543,531,522,466,500,416,529,435,482,2.174617207694264,basketball,sports,461.5,620.0
16801,16802,063957387.jpg,994,753,915,631,1013,552,962,549,831,625,902,769,988,551,935,413,936.2494,415.3718,874.7506,298.6282,1019,430,1067,449,981,414,888,411,810,503,723,457,3.958545187313137,basketball,sports,987.5,550.5
16805,16806,099407214.jpg,911,689,880,677,932,544,1034,565,980,734,905,888,983,555,986,347,989.0244,321.958,1007.9756,165.042,736,408,817,423,917,336,1055,357,1049,465,959,462,4.741685776177076,basketball,sports,983.0,554.5
16806,16807,004851187.jpg,833,715,792,636,749,511,816,509,730,610,759,739,783,510,781,362,779.0638,353.0288,752.9362,231.9712,586,412,663,408,706,355,855,369,898,371,918,460,3.715351934877772,basketball,sports,782.5,510.0
16807,16808,069666691.jpg,615,885,773,799,822,557,894,566,1032,727,1073,926,858,562,880,343,880.0,337.0,886.0,179.0,1006,499,871,491,862,344,897,341,952,404,1029,326,4.766402416917815,basketball,sports,858.0,561.5
16808,16809,084118871.jpg,986,825,1051,653,968,487,964,497,927,679,800,789,966,492,954,303,953.543,301.5501,925.457,212.4499,787,122,846,193,917,278,990,327,1030,418,1022,386,2.8026615921298808,basketball,sports,966.0,492.0
16809,16810,064872590.jpg,950,841,901,700,1039,577,1099,589,987,760,1136,802,1069,583,992,419,978.2123,392.0584,918.7877,275.9416,849,537,940,473,960,404,1024,434,1099,565,1081,681,3.913177736827194,basketball,sports,1069.0,583.0
16811,16812,070755442.jpg,504,828,557,653,596,461,527,448,477,611,442,730,562,455,537,249,537.0554,254.0459,535.9446,152.9541,536,59,626,128,594,229,479,268,494,176,534,110,3.032939168529432,basketball,sports,561.5,454.5
16816,16817,010673668.jpg,874,1000,1035,872,1032,689,1140,727,1228,812,1170,980,1086,708,1216,551,1212.7941,552.5663,1350.2059,485.4337,1258,789,1175,674,1233,563,1198,538,1128,616,1140,784,4.5880191804307,basketball,sports,1086.0,708.0
16817,16818,056041151.jpg,749,1043,801,848,1164,569,1381,584,1583,832,1768,1069,1273,577,1355,327,1358.0,317.0,1479.0,18.0,1133,873,1108,606,1186,299,1524,355,1499,547,1459,863,9.658978828012824,basketball,sports,1272.5,576.5
16818,16819,007366107.jpg,1136,734,1136,672,1088,622,1079,622,1059,674,1014,714,1084,622,1130,557,1134.462,550.6416,1165.538,506.3584,1109,604,1097,593,1118,553,1142,561,1151,602,1178,604,1.6229750460188843,basketball,sports,1083.5,622.0
16820,16821,055269569.jpg,1360,1029,1296,782,1130,599,994,619,881,750,811,893,1062,609,983,442,983.6982,443.7844,937.3018,325.2156,1036,582,1073,500,1061,431,905,453,930,557,910,713,3.819696323007891,basketball,sports,1062.0,609.0
16821,16822,087443879.jpg,640,963,614,748,632,540,755,517,683,683,704,899,694,529,603,355,604.8912,358.4447,517.1088,198.5553,309,496,427,437,514,337,691,373,773,529,755,676,5.472052631325835,basketball,sports,693.5,528.5
16829,16830,093096512.jpg,728,592,711,505,686,399,722,390,744,488,766,586,704,395,701,297,700.8468,301.1376,703.1532,238.8624,609,204,635,244,674,282,727,312,774,345,817,359,1.8695368410384423,basketball,sports,704.0,394.5
16835,16836,016391720.jpg,657,775,632,652,660,545,786,523,960,618,1072,660,723,534,697,435,700.4849,485.5316,687.5151,297.4684,450,646,497,511,601,436,792,433,918,539,932,668,5.655298400615125,basketball,sports,723.0,534.0
16836,16837,066880060.jpg,575,907,668,702,749,544,866,547,975,690,1046,860,808,546,851,397,848.5983,419.016,871.4017,209.984,618,696,643,525,755,392,947,401,1018,516,1059,643,6.308166136049366,basketball,sports,807.5,545.5
